study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp
PRJNA236110	SAMN02594808	SRS541047	SRX445919	SRR1138784	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138784/SRR1138784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138784/SRR1138784_2.fastq.gz
PRJNA236110	SAMN02594810	SRS541048	SRX445920	SRR1138785	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138785/SRR1138785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138785/SRR1138785_2.fastq.gz
PRJNA236110	SAMN02594810	SRS541048	SRX445920	SRR1138786	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138786/SRR1138786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138786/SRR1138786_2.fastq.gz
PRJNA236110	SAMN02594816	SRS541049	SRX445921	SRR1138787	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138787/SRR1138787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138787/SRR1138787_2.fastq.gz
PRJNA236110	SAMN02594816	SRS541049	SRX445921	SRR1138788	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138788/SRR1138788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138788/SRR1138788_2.fastq.gz
PRJNA236110	SAMN02594774	SRS541050	SRX445922	SRR1138789	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138789/SRR1138789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138789/SRR1138789_2.fastq.gz
PRJNA236110	SAMN02594774	SRS541050	SRX445922	SRR1138790	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138790/SRR1138790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138790/SRR1138790_2.fastq.gz
PRJNA236110	SAMN02594780	SRS541051	SRX445923	SRR1138791	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138791/SRR1138791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138791/SRR1138791_2.fastq.gz
PRJNA236110	SAMN02594780	SRS541051	SRX445923	SRR1138792	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138792/SRR1138792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138792/SRR1138792_2.fastq.gz
PRJNA236110	SAMN02594792	SRS541052	SRX445924	SRR1138793	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138793/SRR1138793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138793/SRR1138793_2.fastq.gz
PRJNA236110	SAMN02594792	SRS541052	SRX445924	SRR1138794	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138794/SRR1138794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138794/SRR1138794_2.fastq.gz
PRJNA236110	SAMN02594794	SRS541053	SRX445925	SRR1138795	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138795/SRR1138795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138795/SRR1138795_2.fastq.gz
PRJNA236110	SAMN02594794	SRS541053	SRX445925	SRR1138796	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138796/SRR1138796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138796/SRR1138796_2.fastq.gz
PRJNA236110	SAMN02594777	SRS541054	SRX445926	SRR1138797	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138797/SRR1138797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138797/SRR1138797_2.fastq.gz
PRJNA236110	SAMN02594777	SRS541054	SRX445926	SRR1138798	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138798/SRR1138798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138798/SRR1138798_2.fastq.gz
PRJNA236110	SAMN02594779	SRS541055	SRX445927	SRR1138799	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138799/SRR1138799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138799/SRR1138799_2.fastq.gz
PRJNA236110	SAMN02594779	SRS541055	SRX445927	SRR1138800	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138800/SRR1138800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138800/SRR1138800_2.fastq.gz
PRJNA236110	SAMN02594798	SRS541056	SRX445928	SRR1138801	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138801/SRR1138801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138801/SRR1138801_2.fastq.gz
PRJNA236110	SAMN02594798	SRS541056	SRX445928	SRR1138802	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138802/SRR1138802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138802/SRR1138802_2.fastq.gz
PRJNA236110	SAMN02594784	SRS541057	SRX445929	SRR1138803	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138803/SRR1138803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138803/SRR1138803_2.fastq.gz
PRJNA236110	SAMN02594787	SRS541058	SRX445930	SRR1138804	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138804/SRR1138804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138804/SRR1138804_2.fastq.gz
PRJNA236110	SAMN02594787	SRS541058	SRX445930	SRR1138805	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138805/SRR1138805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138805/SRR1138805_2.fastq.gz
PRJNA236110	SAMN02594738	SRS541059	SRX445931	SRR1138806	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138806/SRR1138806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138806/SRR1138806_2.fastq.gz
PRJNA236110	SAMN02594738	SRS541059	SRX445931	SRR1138807	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138807/SRR1138807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138807/SRR1138807_2.fastq.gz
PRJNA236110	SAMN02594753	SRS541060	SRX445932	SRR1138808	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138808/SRR1138808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138808/SRR1138808_2.fastq.gz
PRJNA236110	SAMN02594753	SRS541060	SRX445932	SRR1138809	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138809/SRR1138809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138809/SRR1138809_2.fastq.gz
PRJNA236110	SAMN02594744	SRS541061	SRX445933	SRR1138810	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138810/SRR1138810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138810/SRR1138810_2.fastq.gz
PRJNA236110	SAMN02594744	SRS541061	SRX445933	SRR1138811	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138811/SRR1138811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138811/SRR1138811_2.fastq.gz
PRJNA236110	SAMN02594730	SRS541062	SRX445934	SRR1138812	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138812/SRR1138812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138812/SRR1138812_2.fastq.gz
PRJNA236110	SAMN02594730	SRS541062	SRX445934	SRR1138813	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138813/SRR1138813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138813/SRR1138813_2.fastq.gz
PRJNA236110	SAMN02594755	SRS541063	SRX445935	SRR1138814	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138814/SRR1138814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138814/SRR1138814_2.fastq.gz
PRJNA236110	SAMN02594755	SRS541063	SRX445935	SRR1138815	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138815/SRR1138815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138815/SRR1138815_2.fastq.gz
PRJNA236110	SAMN02594747	SRS541064	SRX445936	SRR1138816	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138816/SRR1138816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138816/SRR1138816_2.fastq.gz
PRJNA236110	SAMN02594747	SRS541064	SRX445936	SRR1138817	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138817/SRR1138817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138817/SRR1138817_2.fastq.gz
PRJNA236110	SAMN02594741	SRS541065	SRX445937	SRR1138818	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138818/SRR1138818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138818/SRR1138818_2.fastq.gz
PRJNA236110	SAMN02594741	SRS541065	SRX445937	SRR1138819	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138819/SRR1138819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138819/SRR1138819_2.fastq.gz
PRJNA236110	SAMN02594756	SRS541066	SRX445938	SRR1138820	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138820/SRR1138820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138820/SRR1138820_2.fastq.gz
PRJNA236110	SAMN02594748	SRS541067	SRX445939	SRR1138821	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138821/SRR1138821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138821/SRR1138821_2.fastq.gz
PRJNA236110	SAMN02594748	SRS541067	SRX445939	SRR1138822	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138822/SRR1138822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138822/SRR1138822_2.fastq.gz
PRJNA236110	SAMN02594742	SRS541068	SRX445940	SRR1138823	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138823/SRR1138823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138823/SRR1138823_2.fastq.gz
PRJNA236110	SAMN02594764	SRS541069	SRX445941	SRR1138824	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138824/SRR1138824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138824/SRR1138824_2.fastq.gz
PRJNA236110	SAMN02594764	SRS541069	SRX445941	SRR1138825	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138825/SRR1138825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138825/SRR1138825_2.fastq.gz
PRJNA236110	SAMN02594750	SRS541070	SRX445942	SRR1138826	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138826/SRR1138826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138826/SRR1138826_2.fastq.gz
PRJNA236110	SAMN02594750	SRS541070	SRX445942	SRR1138827	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138827/SRR1138827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138827/SRR1138827_2.fastq.gz
PRJNA236110	SAMN02594745	SRS541071	SRX445943	SRR1138828	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138828/SRR1138828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138828/SRR1138828_2.fastq.gz
PRJNA236110	SAMN02594745	SRS541071	SRX445943	SRR1138829	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138829/SRR1138829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138829/SRR1138829_2.fastq.gz
PRJNA236110	SAMN02594762	SRS541072	SRX445944	SRR1138830	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138830/SRR1138830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138830/SRR1138830_2.fastq.gz
PRJNA236110	SAMN02594762	SRS541072	SRX445944	SRR1138831	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138831/SRR1138831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138831/SRR1138831_2.fastq.gz
PRJNA236110	SAMN02594757	SRS541073	SRX445945	SRR1138832	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138832/SRR1138832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138832/SRR1138832_2.fastq.gz
PRJNA236110	SAMN02594757	SRS541073	SRX445945	SRR1138833	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138833/SRR1138833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138833/SRR1138833_2.fastq.gz
PRJNA236110	SAMN02594746	SRS541075	SRX445946	SRR1138834	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138834/SRR1138834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138834/SRR1138834_2.fastq.gz
PRJNA236110	SAMN02594746	SRS541075	SRX445946	SRR1138835	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138835/SRR1138835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138835/SRR1138835_2.fastq.gz
PRJNA236110	SAMN02594768	SRS541074	SRX445947	SRR1138836	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138836/SRR1138836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138836/SRR1138836_2.fastq.gz
PRJNA236110	SAMN02594768	SRS541074	SRX445947	SRR1138837	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138837/SRR1138837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138837/SRR1138837_2.fastq.gz
PRJNA236110	SAMN02594759	SRS541076	SRX445948	SRR1138838	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138838/SRR1138838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138838/SRR1138838_2.fastq.gz
PRJNA236110	SAMN02594749	SRS541078	SRX445949	SRR1138839	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138839/SRR1138839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138839/SRR1138839_2.fastq.gz
PRJNA236110	SAMN02594749	SRS541078	SRX445949	SRR1138840	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138840/SRR1138840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138840/SRR1138840_2.fastq.gz
PRJNA236110	SAMN02594778	SRS541077	SRX445950	SRR1138841	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138841/SRR1138841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138841/SRR1138841_2.fastq.gz
PRJNA236110	SAMN02594767	SRS541079	SRX445951	SRR1138842	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138842/SRR1138842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138842/SRR1138842_2.fastq.gz
PRJNA236110	SAMN02594767	SRS541079	SRX445951	SRR1138843	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138843/SRR1138843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138843/SRR1138843_2.fastq.gz
PRJNA236110	SAMN02594751	SRS541080	SRX445952	SRR1138844	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138844/SRR1138844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138844/SRR1138844_2.fastq.gz
PRJNA236110	SAMN02594751	SRS541080	SRX445952	SRR1138845	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138845/SRR1138845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138845/SRR1138845_2.fastq.gz
PRJNA236110	SAMN02594775	SRS541081	SRX445953	SRR1138846	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138846/SRR1138846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138846/SRR1138846_2.fastq.gz
PRJNA236110	SAMN02594769	SRS541083	SRX445954	SRR1138847	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138847/SRR1138847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138847/SRR1138847_2.fastq.gz
PRJNA236110	SAMN02594761	SRS541082	SRX445955	SRR1138848	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138848/SRR1138848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138848/SRR1138848_2.fastq.gz
PRJNA236110	SAMN02594761	SRS541082	SRX445955	SRR1138849	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138849/SRR1138849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138849/SRR1138849_2.fastq.gz
PRJNA236110	SAMN02594773	SRS541084	SRX445956	SRR1138850	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138850/SRR1138850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138850/SRR1138850_2.fastq.gz
PRJNA236110	SAMN02594773	SRS541084	SRX445956	SRR1138851	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138851/SRR1138851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138851/SRR1138851_2.fastq.gz
PRJNA236110	SAMN02594771	SRS541085	SRX445957	SRR1138852	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138852/SRR1138852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138852/SRR1138852_2.fastq.gz
PRJNA236110	SAMN02594771	SRS541085	SRX445957	SRR1138853	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138853/SRR1138853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138853/SRR1138853_2.fastq.gz
PRJNA236110	SAMN02594758	SRS541086	SRX445958	SRR1138854	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138854/SRR1138854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138854/SRR1138854_2.fastq.gz
PRJNA236110	SAMN02594782	SRS541088	SRX445959	SRR1138855	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138855/SRR1138855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138855/SRR1138855_2.fastq.gz
PRJNA236110	SAMN02594776	SRS541087	SRX445960	SRR1138856	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138856/SRR1138856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138856/SRR1138856_2.fastq.gz
PRJNA236110	SAMN02594776	SRS541087	SRX445960	SRR1138857	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138857/SRR1138857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138857/SRR1138857_2.fastq.gz
PRJNA236110	SAMN02594818	SRS541089	SRX445961	SRR1138858	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138858/SRR1138858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138858/SRR1138858_2.fastq.gz
