study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp
PRJNA236110	SAMN02594649	SRS541134	SRX446005	SRR1138934	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138934/SRR1138934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138934/SRR1138934_2.fastq.gz
PRJNA236110	SAMN02594643	SRS541133	SRX446006	SRR1138935	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138935/SRR1138935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138935/SRR1138935_2.fastq.gz
PRJNA236110	SAMN02594639	SRS541135	SRX446007	SRR1138936	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138936/SRR1138936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138936/SRR1138936_2.fastq.gz
PRJNA236110	SAMN02594639	SRS541135	SRX446007	SRR1138937	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138937/SRR1138937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138937/SRR1138937_2.fastq.gz
PRJNA236110	SAMN02594647	SRS541136	SRX446008	SRR1138938	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138938/SRR1138938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138938/SRR1138938_2.fastq.gz
PRJNA236110	SAMN02594642	SRS541137	SRX446009	SRR1138939	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138939/SRR1138939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138939/SRR1138939_2.fastq.gz
PRJNA236110	SAMN02594642	SRS541137	SRX446009	SRR1138940	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138940/SRR1138940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138940/SRR1138940_2.fastq.gz
PRJNA236110	SAMN02594640	SRS541138	SRX446010	SRR1138941	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138941/SRR1138941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138941/SRR1138941_2.fastq.gz
PRJNA236110	SAMN02594640	SRS541138	SRX446010	SRR1138942	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138942/SRR1138942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138942/SRR1138942_2.fastq.gz
PRJNA236110	SAMN02594651	SRS541139	SRX446011	SRR1138943	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138943/SRR1138943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138943/SRR1138943_2.fastq.gz
PRJNA236110	SAMN02594651	SRS541139	SRX446011	SRR1138944	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138944/SRR1138944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138944/SRR1138944_2.fastq.gz
PRJNA236110	SAMN02594644	SRS541140	SRX446012	SRR1138945	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138945/SRR1138945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138945/SRR1138945_2.fastq.gz
PRJNA236110	SAMN02594644	SRS541140	SRX446012	SRR1138946	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138946/SRR1138946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138946/SRR1138946_2.fastq.gz
PRJNA236110	SAMN02594641	SRS541141	SRX446013	SRR1138947	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138947/SRR1138947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138947/SRR1138947_2.fastq.gz
PRJNA236110	SAMN02594641	SRS541141	SRX446013	SRR1138948	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138948/SRR1138948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138948/SRR1138948_2.fastq.gz
PRJNA236110	SAMN02594655	SRS541143	SRX446014	SRR1138949	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138949/SRR1138949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138949/SRR1138949_2.fastq.gz
PRJNA236110	SAMN02594645	SRS541142	SRX446015	SRR1138950	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138950/SRR1138950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138950/SRR1138950_2.fastq.gz
PRJNA236110	SAMN02594645	SRS541142	SRX446015	SRR1138951	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138951/SRR1138951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138951/SRR1138951_2.fastq.gz
PRJNA236110	SAMN02594646	SRS541144	SRX446016	SRR1138952	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138952/SRR1138952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138952/SRR1138952_2.fastq.gz
PRJNA236110	SAMN02594654	SRS541145	SRX446017	SRR1138953	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138953/SRR1138953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138953/SRR1138953_2.fastq.gz
PRJNA236110	SAMN02594654	SRS541145	SRX446017	SRR1138954	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138954/SRR1138954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138954/SRR1138954_2.fastq.gz
PRJNA236110	SAMN02594653	SRS541146	SRX446018	SRR1138955	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138955/SRR1138955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138955/SRR1138955_2.fastq.gz
PRJNA236110	SAMN02594652	SRS541147	SRX446019	SRR1138956	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138956/SRR1138956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138956/SRR1138956_2.fastq.gz
PRJNA236110	SAMN02594652	SRS541147	SRX446019	SRR1138957	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138957/SRR1138957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138957/SRR1138957_2.fastq.gz
PRJNA236110	SAMN02594659	SRS541148	SRX446020	SRR1138958	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138958/SRR1138958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138958/SRR1138958_2.fastq.gz
PRJNA236110	SAMN02594706	SRS541149	SRX446021	SRR1138959	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138959/SRR1138959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138959/SRR1138959_2.fastq.gz
PRJNA236110	SAMN02594706	SRS541149	SRX446021	SRR1138960	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138960/SRR1138960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138960/SRR1138960_2.fastq.gz
PRJNA236110	SAMN02594718	SRS541150	SRX446022	SRR1138961	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138961/SRR1138961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138961/SRR1138961_2.fastq.gz
PRJNA236110	SAMN02594713	SRS541151	SRX446023	SRR1138962	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138962/SRR1138962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138962/SRR1138962_2.fastq.gz
PRJNA236110	SAMN02594704	SRS541152	SRX446024	SRR1138963	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138963/SRR1138963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138963/SRR1138963_2.fastq.gz
PRJNA236110	SAMN02594704	SRS541152	SRX446024	SRR1138964	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138964/SRR1138964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138964/SRR1138964_2.fastq.gz
PRJNA236110	SAMN02594723	SRS541153	SRX446025	SRR1138965	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138965/SRR1138965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138965/SRR1138965_2.fastq.gz
PRJNA236110	SAMN02594717	SRS541155	SRX446026	SRR1138966	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138966/SRR1138966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138966/SRR1138966_2.fastq.gz
PRJNA236110	SAMN02594717	SRS541155	SRX446026	SRR1138967	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138967/SRR1138967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138967/SRR1138967_2.fastq.gz
PRJNA236110	SAMN02594710	SRS541154	SRX446027	SRR1138968	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138968/SRR1138968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138968/SRR1138968_2.fastq.gz
PRJNA236110	SAMN02594710	SRS541154	SRX446027	SRR1138969	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138969/SRR1138969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138969/SRR1138969_2.fastq.gz
PRJNA236110	SAMN02594725	SRS541156	SRX446028	SRR1138970	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138970/SRR1138970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138970/SRR1138970_2.fastq.gz
PRJNA236110	SAMN02594725	SRS541156	SRX446028	SRR1138971	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138971/SRR1138971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138971/SRR1138971_2.fastq.gz
PRJNA236110	SAMN02594720	SRS541157	SRX446029	SRR1138972	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138972/SRR1138972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138972/SRR1138972_2.fastq.gz
PRJNA236110	SAMN02594720	SRS541157	SRX446029	SRR1138973	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138973/SRR1138973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138973/SRR1138973_2.fastq.gz
PRJNA236110	SAMN02594716	SRS541158	SRX446030	SRR1138974	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138974/SRR1138974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138974/SRR1138974_2.fastq.gz
PRJNA236110	SAMN02594716	SRS541158	SRX446030	SRR1138975	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138975/SRR1138975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138975/SRR1138975_2.fastq.gz
PRJNA236110	SAMN02594728	SRS541159	SRX446031	SRR1138976	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138976/SRR1138976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138976/SRR1138976_2.fastq.gz
PRJNA236110	SAMN02594724	SRS541160	SRX446032	SRR1138977	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138977/SRR1138977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138977/SRR1138977_2.fastq.gz
PRJNA236110	SAMN02594724	SRS541160	SRX446032	SRR1138978	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138978/SRR1138978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138978/SRR1138978_2.fastq.gz
PRJNA236110	SAMN02594719	SRS541161	SRX446033	SRR1138979	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138979/SRR1138979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138979/SRR1138979_2.fastq.gz
PRJNA236110	SAMN02594733	SRS541162	SRX446034	SRR1138980	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138980/SRR1138980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138980/SRR1138980_2.fastq.gz
PRJNA236110	SAMN02594726	SRS541164	SRX446035	SRR1138981	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138981/SRR1138981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138981/SRR1138981_2.fastq.gz
PRJNA236110	SAMN02594722	SRS541163	SRX446036	SRR1138982	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138982/SRR1138982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138982/SRR1138982_2.fastq.gz
PRJNA236110	SAMN02594734	SRS541165	SRX446037	SRR1138983	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138983/SRR1138983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138983/SRR1138983_2.fastq.gz
PRJNA236110	SAMN02594734	SRS541165	SRX446037	SRR1138984	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138984/SRR1138984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138984/SRR1138984_2.fastq.gz
PRJNA236110	SAMN02594731	SRS541166	SRX446038	SRR1138985	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138985/SRR1138985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138985/SRR1138985_2.fastq.gz
PRJNA236110	SAMN02594721	SRS541167	SRX446039	SRR1138986	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138986/SRR1138986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138986/SRR1138986_2.fastq.gz
PRJNA236110	SAMN02594721	SRS541167	SRX446039	SRR1138987	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138987/SRR1138987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138987/SRR1138987_2.fastq.gz
PRJNA236110	SAMN02594736	SRS541168	SRX446040	SRR1138988	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138988/SRR1138988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138988/SRR1138988_2.fastq.gz
PRJNA236110	SAMN02594736	SRS541168	SRX446040	SRR1138989	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138989/SRR1138989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138989/SRR1138989_2.fastq.gz
PRJNA236110	SAMN02594732	SRS541169	SRX446041	SRR1138990	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138990/SRR1138990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1138990/SRR1138990_2.fastq.gz
PRJNA236110	SAMN02594732	SRS541169	SRX446041	SRR1138991	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138991/SRR1138991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1138991/SRR1138991_2.fastq.gz
PRJNA236110	SAMN02594729	SRS541170	SRX446042	SRR1138992	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138992/SRR1138992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1138992/SRR1138992_2.fastq.gz
PRJNA236110	SAMN02594729	SRS541170	SRX446042	SRR1138993	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138993/SRR1138993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1138993/SRR1138993_2.fastq.gz
PRJNA236110	SAMN02594735	SRS541171	SRX446043	SRR1138994	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138994/SRR1138994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1138994/SRR1138994_2.fastq.gz
PRJNA236110	SAMN02594735	SRS541171	SRX446043	SRR1138995	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138995/SRR1138995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1138995/SRR1138995_2.fastq.gz
PRJNA236110	SAMN02594737	SRS541172	SRX446044	SRR1138996	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138996/SRR1138996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1138996/SRR1138996_2.fastq.gz
PRJNA236110	SAMN02594737	SRS541172	SRX446044	SRR1138997	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138997/SRR1138997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1138997/SRR1138997_2.fastq.gz
PRJNA236110	SAMN02594727	SRS541173	SRX446045	SRR1138998	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138998/SRR1138998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1138998/SRR1138998_2.fastq.gz
PRJNA236110	SAMN02594727	SRS541173	SRX446045	SRR1138999	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138999/SRR1138999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/009/SRR1138999/SRR1138999_2.fastq.gz
PRJNA236110	SAMN02594752	SRS541174	SRX446046	SRR1139000	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1139000/SRR1139000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/000/SRR1139000/SRR1139000_2.fastq.gz
PRJNA236110	SAMN02594752	SRS541174	SRX446046	SRR1139001	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1139001/SRR1139001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/001/SRR1139001/SRR1139001_2.fastq.gz
PRJNA236110	SAMN02594739	SRS541176	SRX446047	SRR1139002	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1139002/SRR1139002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/002/SRR1139002/SRR1139002_2.fastq.gz
PRJNA236110	SAMN02594739	SRS541176	SRX446047	SRR1139003	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1139003/SRR1139003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/003/SRR1139003/SRR1139003_2.fastq.gz
PRJNA236110	SAMN02594743	SRS541175	SRX446048	SRR1139004	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1139004/SRR1139004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/004/SRR1139004/SRR1139004_2.fastq.gz
PRJNA236110	SAMN02594743	SRS541175	SRX446048	SRR1139005	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1139005/SRR1139005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/005/SRR1139005/SRR1139005_2.fastq.gz
PRJNA236110	SAMN02594754	SRS541178	SRX446049	SRR1139006	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1139006/SRR1139006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/006/SRR1139006/SRR1139006_2.fastq.gz
PRJNA236110	SAMN02594740	SRS541177	SRX446050	SRR1139007	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1139007/SRR1139007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/007/SRR1139007/SRR1139007_2.fastq.gz
PRJNA236110	SAMN02594740	SRS541177	SRX446050	SRR1139008	SRA128528	3702	Arabidopsis thaliana	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1139008/SRR1139008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR113/008/SRR1139008/SRR1139008_2.fastq.gz
